,country,sector,gas,year,cons
0,Austria,Agriculture,All GHG,2019,7.21
1,Austria,Agriculture,CH4,2019,4.64
2,Austria,Agriculture,N2O,2019,2.57
3,Austria,Building,All GHG,2019,8.41
4,Austria,Building,CO2,2019,7.73
5,Austria,Building,CH4,2019,0.58
6,Austria,Building,N2O,2019,0.1
7,Austria,Bunker Fuels,All GHG,2019,2.91
8,Austria,Bunker Fuels,CO2,2019,2.88
9,Austria,Bunker Fuels,CH4,2019,0.0
10,Austria,Bunker Fuels,N2O,2019,0.02
11,Austria,Electricity/Heat,All GHG,2019,19.16
12,Austria,Electricity/Heat,CO2,2019,18.97
13,Austria,Electricity/Heat,CH4,2019,0.07
14,Austria,Electricity/Heat,N2O,2019,0.12
15,Austria,Energy,All GHG,2019,64.93
16,Austria,Energy,CO2,2019,63.0
17,Austria,Energy,CH4,2019,1.09
18,Austria,Energy,N2O,2019,0.85
19,Austria,Fugitive Emissions,All GHG,2019,0.25
20,Austria,Fugitive Emissions,CH4,2019,0.25
21,Austria,Fugitive Emissions,N2O,2019,0.0
22,Austria,Industrial Processes,All GHG,2019,3.37
23,Austria,Industrial Processes,CO2,2019,1.77
24,Austria,Industrial Processes,CH4,2019,0.05
25,Austria,Industrial Processes,N2O,2019,0.17
26,Austria,Industrial Processes,F-Gas,2019,1.38
27,Austria,Land-Use Change and Forestry,All GHG,2019,-7.12
28,Austria,Land-Use Change and Forestry,CO2,2019,-7.12
29,Austria,Land-Use Change and Forestry,CH4,2019,0.0
30,Austria,Land-Use Change and Forestry,N2O,2019,0.0
31,Austria,Manufacturing/Construction,All GHG,2019,10.65
32,Austria,Manufacturing/Construction,CO2,2019,10.52
33,Austria,Manufacturing/Construction,CH4,2019,0.05
34,Austria,Manufacturing/Construction,N2O,2019,0.08
35,Austria,Other Fuel Combustion,All GHG,2019,0.8
36,Austria,Other Fuel Combustion,CO2,2019,0.74
37,Austria,Other Fuel Combustion,CH4,2019,0.05
38,Austria,Other Fuel Combustion,N2O,2019,0.01
39,Austria,Total excluding LUCF,All GHG,2019,76.92
40,Austria,Total excluding LUCF,CO2,2019,64.77
41,Austria,Total excluding LUCF,CH4,2019,6.92
42,Austria,Total excluding LUCF,N2O,2019,3.85
43,Austria,Total excluding LUCF,F-Gas,2019,1.38
44,Austria,Total including LUCF,All GHG,2019,69.8
45,Austria,Total including LUCF,CO2,2019,57.64
46,Austria,Total including LUCF,CH4,2019,6.92
47,Austria,Total including LUCF,N2O,2019,3.85
48,Austria,Total including LUCF,F-Gas,2019,1.38
49,Austria,Transportation,All GHG,2019,25.67
50,Austria,Transportation,CO2,2019,25.04
51,Austria,Transportation,CH4,2019,0.09
52,Austria,Transportation,N2O,2019,0.54
53,Austria,Waste,All GHG,2019,1.41
54,Austria,Waste,CH4,2019,1.14
55,Austria,Waste,N2O,2019,0.27
0,Austria,Agriculture,All GHG,2018,7.26
1,Austria,Agriculture,CH4,2018,4.71
2,Austria,Agriculture,N2O,2018,2.55
3,Austria,Building,All GHG,2018,8.15
4,Austria,Building,CO2,2018,7.49
5,Austria,Building,CH4,2018,0.57
6,Austria,Building,N2O,2018,0.1
7,Austria,Bunker Fuels,All GHG,2018,2.54
8,Austria,Bunker Fuels,CO2,2018,2.51
9,Austria,Bunker Fuels,CH4,2018,0.0
10,Austria,Bunker Fuels,N2O,2018,0.02
11,Austria,Electricity/Heat,All GHG,2018,17.97
12,Austria,Electricity/Heat,CO2,2018,17.78
13,Austria,Electricity/Heat,CH4,2018,0.07
14,Austria,Electricity/Heat,N2O,2018,0.12
15,Austria,Energy,All GHG,2018,63.17
16,Austria,Energy,CO2,2018,61.23
17,Austria,Energy,CH4,2018,1.09
18,Austria,Energy,N2O,2018,0.84
19,Austria,Fugitive Emissions,All GHG,2018,0.25
20,Austria,Fugitive Emissions,CH4,2018,0.25
21,Austria,Fugitive Emissions,N2O,2018,0.0
22,Austria,Industrial Processes,All GHG,2018,3.56
23,Austria,Industrial Processes,CO2,2018,1.83
24,Austria,Industrial Processes,CH4,2018,0.05
25,Austria,Industrial Processes,N2O,2018,0.17
26,Austria,Industrial Processes,F-Gas,2018,1.51
27,Austria,Land-Use Change and Forestry,All GHG,2018,-7.12
28,Austria,Land-Use Change and Forestry,CO2,2018,-7.12
29,Austria,Land-Use Change and Forestry,CH4,2018,0.0
30,Austria,Land-Use Change and Forestry,N2O,2018,0.0
31,Austria,Manufacturing/Construction,All GHG,2018,10.61
32,Austria,Manufacturing/Construction,CO2,2018,10.47
33,Austria,Manufacturing/Construction,CH4,2018,0.05
34,Austria,Manufacturing/Construction,N2O,2018,0.08
35,Austria,Other Fuel Combustion,All GHG,2018,0.8
36,Austria,Other Fuel Combustion,CO2,2018,0.74
37,Austria,Other Fuel Combustion,CH4,2018,0.05
38,Austria,Other Fuel Combustion,N2O,2018,0.01
39,Austria,Total excluding LUCF,All GHG,2018,75.44
40,Austria,Total excluding LUCF,CO2,2018,63.06
41,Austria,Total excluding LUCF,CH4,2018,7.04
42,Austria,Total excluding LUCF,N2O,2018,3.83
43,Austria,Total excluding LUCF,F-Gas,2018,1.51
44,Austria,Total including LUCF,All GHG,2018,68.32
45,Austria,Total including LUCF,CO2,2018,55.94
46,Austria,Total including LUCF,CH4,2018,7.04
47,Austria,Total including LUCF,N2O,2018,3.83
48,Austria,Total including LUCF,F-Gas,2018,1.51
49,Austria,Transportation,All GHG,2018,25.38
50,Austria,Transportation,CO2,2018,24.76
51,Austria,Transportation,CH4,2018,0.09
52,Austria,Transportation,N2O,2018,0.53
53,Austria,Waste,All GHG,2018,1.46
54,Austria,Waste,CH4,2018,1.19
55,Austria,Waste,N2O,2018,0.27
0,Austria,Agriculture,All GHG,2017,7.43
1,Austria,Agriculture,CH4,2017,4.83
2,Austria,Agriculture,N2O,2017,2.6
3,Austria,Building,All GHG,2017,8.91
4,Austria,Building,CO2,2017,8.2
5,Austria,Building,CH4,2017,0.61
6,Austria,Building,N2O,2017,0.1
7,Austria,Bunker Fuels,All GHG,2017,2.28
8,Austria,Bunker Fuels,CO2,2017,2.26
9,Austria,Bunker Fuels,CH4,2017,0.0
10,Austria,Bunker Fuels,N2O,2017,0.02
11,Austria,Electricity/Heat,All GHG,2017,20.2
12,Austria,Electricity/Heat,CO2,2017,19.99
13,Austria,Electricity/Heat,CH4,2017,0.08
14,Austria,Electricity/Heat,N2O,2017,0.13
15,Austria,Energy,All GHG,2017,66.15
16,Austria,Energy,CO2,2017,64.15
17,Austria,Energy,CH4,2017,1.15
18,Austria,Energy,N2O,2017,0.85
19,Austria,Fugitive Emissions,All GHG,2017,0.26
20,Austria,Fugitive Emissions,CH4,2017,0.26
21,Austria,Fugitive Emissions,N2O,2017,0.0
22,Austria,Industrial Processes,All GHG,2017,3.57
23,Austria,Industrial Processes,CO2,2017,1.71
24,Austria,Industrial Processes,CH4,2017,0.05
25,Austria,Industrial Processes,N2O,2017,0.17
26,Austria,Industrial Processes,F-Gas,2017,1.64
27,Austria,Land-Use Change and Forestry,All GHG,2017,-7.12
28,Austria,Land-Use Change and Forestry,CO2,2017,-7.12
29,Austria,Land-Use Change and Forestry,CH4,2017,0.0
30,Austria,Land-Use Change and Forestry,N2O,2017,0.0
31,Austria,Manufacturing/Construction,All GHG,2017,10.81
32,Austria,Manufacturing/Construction,CO2,2017,10.67
33,Austria,Manufacturing/Construction,CH4,2017,0.05
34,Austria,Manufacturing/Construction,N2O,2017,0.09
35,Austria,Other Fuel Combustion,All GHG,2017,0.82
36,Austria,Other Fuel Combustion,CO2,2017,0.75
37,Austria,Other Fuel Combustion,CH4,2017,0.06
38,Austria,Other Fuel Combustion,N2O,2017,0.01
39,Austria,Total excluding LUCF,All GHG,2017,78.65
40,Austria,Total excluding LUCF,CO2,2017,65.86
41,Austria,Total excluding LUCF,CH4,2017,7.27
42,Austria,Total excluding LUCF,N2O,2017,3.89
43,Austria,Total excluding LUCF,F-Gas,2017,1.64
44,Austria,Total including LUCF,All GHG,2017,71.53
45,Austria,Total including LUCF,CO2,2017,58.73
46,Austria,Total including LUCF,CH4,2017,7.27
47,Austria,Total including LUCF,N2O,2017,3.89
48,Austria,Total including LUCF,F-Gas,2017,1.64
49,Austria,Transportation,All GHG,2017,25.15
50,Austria,Transportation,CO2,2017,24.54
51,Austria,Transportation,CH4,2017,0.09
52,Austria,Transportation,N2O,2017,0.53
53,Austria,Waste,All GHG,2017,1.51
54,Austria,Waste,CH4,2017,1.25
55,Austria,Waste,N2O,2017,0.27
0,Austria,Agriculture,All GHG,2016,7.49
1,Austria,Agriculture,CH4,2016,4.83
2,Austria,Agriculture,N2O,2016,2.66
3,Austria,Building,All GHG,2016,8.75
4,Austria,Building,CO2,2016,8.05
5,Austria,Building,CH4,2016,0.6
6,Austria,Building,N2O,2016,0.1
7,Austria,Bunker Fuels,All GHG,2016,2.35
8,Austria,Bunker Fuels,CO2,2016,2.33
9,Austria,Bunker Fuels,CH4,2016,0.0
10,Austria,Bunker Fuels,N2O,2016,0.02
11,Austria,Electricity/Heat,All GHG,2016,18.65
12,Austria,Electricity/Heat,CO2,2016,18.45
13,Austria,Electricity/Heat,CH4,2016,0.08
14,Austria,Electricity/Heat,N2O,2016,0.13
15,Austria,Energy,All GHG,2016,63.95
16,Austria,Energy,CO2,2016,61.96
17,Austria,Energy,CH4,2016,1.14
18,Austria,Energy,N2O,2016,0.86
19,Austria,Fugitive Emissions,All GHG,2016,0.26
20,Austria,Fugitive Emissions,CH4,2016,0.26
21,Austria,Fugitive Emissions,N2O,2016,0.0
22,Austria,Industrial Processes,All GHG,2016,3.72
23,Austria,Industrial Processes,CO2,2016,1.73
24,Austria,Industrial Processes,CH4,2016,0.05
25,Austria,Industrial Processes,N2O,2016,0.17
26,Austria,Industrial Processes,F-Gas,2016,1.77
27,Austria,Land-Use Change and Forestry,All GHG,2016,-7.12
28,Austria,Land-Use Change and Forestry,CO2,2016,-7.12
29,Austria,Land-Use Change and Forestry,CH4,2016,0.0
30,Austria,Land-Use Change and Forestry,N2O,2016,0.0
31,Austria,Manufacturing/Construction,All GHG,2016,10.85
32,Austria,Manufacturing/Construction,CO2,2016,10.71
33,Austria,Manufacturing/Construction,CH4,2016,0.05
34,Austria,Manufacturing/Construction,N2O,2016,0.09
35,Austria,Other Fuel Combustion,All GHG,2016,0.83
36,Austria,Other Fuel Combustion,CO2,2016,0.76
37,Austria,Other Fuel Combustion,CH4,2016,0.06
38,Austria,Other Fuel Combustion,N2O,2016,0.01
39,Austria,Total excluding LUCF,All GHG,2016,76.73
40,Austria,Total excluding LUCF,CO2,2016,63.68
41,Austria,Total excluding LUCF,CH4,2016,7.31
42,Austria,Total excluding LUCF,N2O,2016,3.96
43,Austria,Total excluding LUCF,F-Gas,2016,1.77
44,Austria,Total including LUCF,All GHG,2016,69.6
45,Austria,Total including LUCF,CO2,2016,56.56
46,Austria,Total including LUCF,CH4,2016,7.31
47,Austria,Total including LUCF,N2O,2016,3.96
48,Austria,Total including LUCF,F-Gas,2016,1.77
49,Austria,Transportation,All GHG,2016,24.6
50,Austria,Transportation,CO2,2016,23.98
51,Austria,Transportation,CH4,2016,0.09
52,Austria,Transportation,N2O,2016,0.53
53,Austria,Waste,All GHG,2016,1.57
54,Austria,Waste,CH4,2016,1.3
55,Austria,Waste,N2O,2016,0.27
0,Austria,Agriculture,All GHG,2015,7.47
1,Austria,Agriculture,CH4,2015,4.84
2,Austria,Agriculture,N2O,2015,2.64
3,Austria,Building,All GHG,2015,8.52
4,Austria,Building,CO2,2015,7.83
5,Austria,Building,CH4,2015,0.59
6,Austria,Building,N2O,2015,0.1
7,Austria,Bunker Fuels,All GHG,2015,2.16
8,Austria,Bunker Fuels,CO2,2015,2.14
9,Austria,Bunker Fuels,CH4,2015,0.0
10,Austria,Bunker Fuels,N2O,2015,0.02
11,Austria,Electricity/Heat,All GHG,2015,19.6
12,Austria,Electricity/Heat,CO2,2015,19.39
13,Austria,Electricity/Heat,CH4,2015,0.08
14,Austria,Electricity/Heat,N2O,2015,0.13
15,Austria,Energy,All GHG,2015,63.53
16,Austria,Energy,CO2,2015,61.54
17,Austria,Energy,CH4,2015,1.13
18,Austria,Energy,N2O,2015,0.86
19,Austria,Fugitive Emissions,All GHG,2015,0.26
20,Austria,Fugitive Emissions,CH4,2015,0.26
21,Austria,Fugitive Emissions,N2O,2015,0.0
22,Austria,Industrial Processes,All GHG,2015,3.69
23,Austria,Industrial Processes,CO2,2015,1.7
24,Austria,Industrial Processes,CH4,2015,0.05
25,Austria,Industrial Processes,N2O,2015,0.18
26,Austria,Industrial Processes,F-Gas,2015,1.76
27,Austria,Land-Use Change and Forestry,All GHG,2015,-7.07
28,Austria,Land-Use Change and Forestry,CO2,2015,-7.07
29,Austria,Land-Use Change and Forestry,CH4,2015,0.0
30,Austria,Land-Use Change and Forestry,N2O,2015,0.0
31,Austria,Manufacturing/Construction,All GHG,2015,10.55
32,Austria,Manufacturing/Construction,CO2,2015,10.42
33,Austria,Manufacturing/Construction,CH4,2015,0.05
34,Austria,Manufacturing/Construction,N2O,2015,0.08
35,Austria,Other Fuel Combustion,All GHG,2015,0.82
36,Austria,Other Fuel Combustion,CO2,2015,0.75
37,Austria,Other Fuel Combustion,CH4,2015,0.05
38,Austria,Other Fuel Combustion,N2O,2015,0.01
39,Austria,Total excluding LUCF,All GHG,2015,76.34
40,Austria,Total excluding LUCF,CO2,2015,63.24
41,Austria,Total excluding LUCF,CH4,2015,7.39
42,Austria,Total excluding LUCF,N2O,2015,3.95
43,Austria,Total excluding LUCF,F-Gas,2015,1.76
44,Austria,Total including LUCF,All GHG,2015,69.27
45,Austria,Total including LUCF,CO2,2015,56.17
46,Austria,Total including LUCF,CH4,2015,7.39
47,Austria,Total including LUCF,N2O,2015,3.95
48,Austria,Total including LUCF,F-Gas,2015,1.76
49,Austria,Transportation,All GHG,2015,23.78
50,Austria,Transportation,CO2,2015,23.15
51,Austria,Transportation,CH4,2015,0.09
52,Austria,Transportation,N2O,2015,0.54
53,Austria,Waste,All GHG,2015,1.65
54,Austria,Waste,CH4,2015,1.38
55,Austria,Waste,N2O,2015,0.27
0,Austria,Agriculture,All GHG,2014,7.48
1,Austria,Agriculture,CH4,2014,4.83
2,Austria,Agriculture,N2O,2014,2.65
3,Austria,Building,All GHG,2014,8.05
4,Austria,Building,CO2,2014,7.4
5,Austria,Building,CH4,2014,0.55
6,Austria,Building,N2O,2014,0.09
7,Austria,Bunker Fuels,All GHG,2014,2.01
8,Austria,Bunker Fuels,CO2,2014,1.99
9,Austria,Bunker Fuels,CH4,2014,0.0
10,Austria,Bunker Fuels,N2O,2014,0.02
11,Austria,Electricity/Heat,All GHG,2014,19.49
12,Austria,Electricity/Heat,CO2,2014,19.29
13,Austria,Electricity/Heat,CH4,2014,0.07
14,Austria,Electricity/Heat,N2O,2014,0.13
15,Austria,Energy,All GHG,2014,62.34
16,Austria,Energy,CO2,2014,60.41
17,Austria,Energy,CH4,2014,1.09
18,Austria,Energy,N2O,2014,0.84
19,Austria,Fugitive Emissions,All GHG,2014,0.27
20,Austria,Fugitive Emissions,CH4,2014,0.27
21,Austria,Fugitive Emissions,N2O,2014,0.0
22,Austria,Industrial Processes,All GHG,2014,3.6
23,Austria,Industrial Processes,CO2,2014,1.64
24,Austria,Industrial Processes,CH4,2014,0.05
25,Austria,Industrial Processes,N2O,2014,0.18
26,Austria,Industrial Processes,F-Gas,2014,1.73
27,Austria,Land-Use Change and Forestry,All GHG,2014,-7.07
28,Austria,Land-Use Change and Forestry,CO2,2014,-7.07
29,Austria,Land-Use Change and Forestry,CH4,2014,0.0
30,Austria,Land-Use Change and Forestry,N2O,2014,0.0
31,Austria,Manufacturing/Construction,All GHG,2014,10.45
32,Austria,Manufacturing/Construction,CO2,2014,10.31
33,Austria,Manufacturing/Construction,CH4,2014,0.05
34,Austria,Manufacturing/Construction,N2O,2014,0.08
35,Austria,Other Fuel Combustion,All GHG,2014,0.82
36,Austria,Other Fuel Combustion,CO2,2014,0.76
37,Austria,Other Fuel Combustion,CH4,2014,0.05
38,Austria,Other Fuel Combustion,N2O,2014,0.01
39,Austria,Total excluding LUCF,All GHG,2014,75.15
40,Austria,Total excluding LUCF,CO2,2014,62.05
41,Austria,Total excluding LUCF,CH4,2014,7.44
42,Austria,Total excluding LUCF,N2O,2014,3.93
43,Austria,Total excluding LUCF,F-Gas,2014,1.73
44,Austria,Total including LUCF,All GHG,2014,68.08
45,Austria,Total including LUCF,CO2,2014,54.98
46,Austria,Total including LUCF,CH4,2014,7.44
47,Austria,Total including LUCF,N2O,2014,3.93
48,Austria,Total including LUCF,F-Gas,2014,1.73
49,Austria,Transportation,All GHG,2014,23.27
50,Austria,Transportation,CO2,2014,22.65
51,Austria,Transportation,CH4,2014,0.09
52,Austria,Transportation,N2O,2014,0.53
53,Austria,Waste,All GHG,2014,1.73
54,Austria,Waste,CH4,2014,1.47
55,Austria,Waste,N2O,2014,0.26
0,Austria,Agriculture,All GHG,2013,7.38
1,Austria,Agriculture,CH4,2013,4.83
2,Austria,Agriculture,N2O,2013,2.55
3,Austria,Building,All GHG,2013,9.14
4,Austria,Building,CO2,2013,8.41
5,Austria,Building,CH4,2013,0.63
6,Austria,Building,N2O,2013,0.11
7,Austria,Bunker Fuels,All GHG,2013,2.01
8,Austria,Bunker Fuels,CO2,2013,2.0
9,Austria,Bunker Fuels,CH4,2013,0.0
10,Austria,Bunker Fuels,N2O,2013,0.02
11,Austria,Electricity/Heat,All GHG,2013,21.38
12,Austria,Electricity/Heat,CO2,2013,21.17
13,Austria,Electricity/Heat,CH4,2013,0.08
14,Austria,Electricity/Heat,N2O,2013,0.14
15,Austria,Energy,All GHG,2013,66.13
16,Austria,Energy,CO2,2013,64.09
17,Austria,Energy,CH4,2013,1.19
18,Austria,Energy,N2O,2013,0.85
19,Austria,Fugitive Emissions,All GHG,2013,0.28
20,Austria,Fugitive Emissions,CH4,2013,0.28
21,Austria,Fugitive Emissions,N2O,2013,0.0
22,Austria,Industrial Processes,All GHG,2013,3.53
23,Austria,Industrial Processes,CO2,2013,1.66
24,Austria,Industrial Processes,CH4,2013,0.05
25,Austria,Industrial Processes,N2O,2013,0.19
26,Austria,Industrial Processes,F-Gas,2013,1.64
27,Austria,Land-Use Change and Forestry,All GHG,2013,-7.07
28,Austria,Land-Use Change and Forestry,CO2,2013,-7.07
29,Austria,Land-Use Change and Forestry,CH4,2013,0.0
30,Austria,Land-Use Change and Forestry,N2O,2013,0.0
31,Austria,Manufacturing/Construction,All GHG,2013,10.79
32,Austria,Manufacturing/Construction,CO2,2013,10.65
33,Austria,Manufacturing/Construction,CH4,2013,0.05
34,Austria,Manufacturing/Construction,N2O,2013,0.08
35,Austria,Other Fuel Combustion,All GHG,2013,0.82
36,Austria,Other Fuel Combustion,CO2,2013,0.76
37,Austria,Other Fuel Combustion,CH4,2013,0.06
38,Austria,Other Fuel Combustion,N2O,2013,0.01
39,Austria,Total excluding LUCF,All GHG,2013,78.87
40,Austria,Total excluding LUCF,CO2,2013,65.75
41,Austria,Total excluding LUCF,CH4,2013,7.63
42,Austria,Total excluding LUCF,N2O,2013,3.85
43,Austria,Total excluding LUCF,F-Gas,2013,1.64
44,Austria,Total including LUCF,All GHG,2013,71.8
45,Austria,Total including LUCF,CO2,2013,58.68
46,Austria,Total including LUCF,CH4,2013,7.63
47,Austria,Total including LUCF,N2O,2013,3.85
48,Austria,Total including LUCF,F-Gas,2013,1.64
49,Austria,Transportation,All GHG,2013,23.71
50,Austria,Transportation,CO2,2013,23.11
51,Austria,Transportation,CH4,2013,0.09
52,Austria,Transportation,N2O,2013,0.51
53,Austria,Waste,All GHG,2013,1.83
54,Austria,Waste,CH4,2013,1.57
55,Austria,Waste,N2O,2013,0.26
0,Austria,Agriculture,All GHG,2012,7.42
1,Austria,Agriculture,CH4,2012,4.87
2,Austria,Agriculture,N2O,2012,2.55
3,Austria,Building,All GHG,2012,8.89
4,Austria,Building,CO2,2012,8.17
5,Austria,Building,CH4,2012,0.62
6,Austria,Building,N2O,2012,0.1
7,Austria,Bunker Fuels,All GHG,2012,2.1
8,Austria,Bunker Fuels,CO2,2012,2.09
9,Austria,Bunker Fuels,CH4,2012,0.0
10,Austria,Bunker Fuels,N2O,2012,0.02
11,Austria,Electricity/Heat,All GHG,2012,22.06
12,Austria,Electricity/Heat,CO2,2012,21.84
13,Austria,Electricity/Heat,CH4,2012,0.08
14,Austria,Electricity/Heat,N2O,2012,0.14
15,Austria,Energy,All GHG,2012,65.45
16,Austria,Energy,CO2,2012,63.43
17,Austria,Energy,CH4,2012,1.18
18,Austria,Energy,N2O,2012,0.83
19,Austria,Fugitive Emissions,All GHG,2012,0.29
20,Austria,Fugitive Emissions,CH4,2012,0.29
21,Austria,Fugitive Emissions,N2O,2012,0.0
22,Austria,Industrial Processes,All GHG,2012,3.53
23,Austria,Industrial Processes,CO2,2012,1.67
24,Austria,Industrial Processes,CH4,2012,0.05
25,Austria,Industrial Processes,N2O,2012,0.19
26,Austria,Industrial Processes,F-Gas,2012,1.62
27,Austria,Land-Use Change and Forestry,All GHG,2012,-7.07
28,Austria,Land-Use Change and Forestry,CO2,2012,-7.07
29,Austria,Land-Use Change and Forestry,CH4,2012,0.0
30,Austria,Land-Use Change and Forestry,N2O,2012,0.0
31,Austria,Manufacturing/Construction,All GHG,2012,11.17
32,Austria,Manufacturing/Construction,CO2,2012,11.04
33,Austria,Manufacturing/Construction,CH4,2012,0.05
34,Austria,Manufacturing/Construction,N2O,2012,0.09
35,Austria,Other Fuel Combustion,All GHG,2012,0.8
36,Austria,Other Fuel Combustion,CO2,2012,0.74
37,Austria,Other Fuel Combustion,CH4,2012,0.05
38,Austria,Other Fuel Combustion,N2O,2012,0.01
39,Austria,Total excluding LUCF,All GHG,2012,78.33
40,Austria,Total excluding LUCF,CO2,2012,65.11
41,Austria,Total excluding LUCF,CH4,2012,7.77
42,Austria,Total excluding LUCF,N2O,2012,3.83
43,Austria,Total excluding LUCF,F-Gas,2012,1.62
44,Austria,Total including LUCF,All GHG,2012,71.26
45,Austria,Total including LUCF,CO2,2012,58.04
46,Austria,Total including LUCF,CH4,2012,7.77
47,Austria,Total including LUCF,N2O,2012,3.83
48,Austria,Total including LUCF,F-Gas,2012,1.62
49,Austria,Transportation,All GHG,2012,22.23
50,Austria,Transportation,CO2,2012,21.65
51,Austria,Transportation,CH4,2012,0.09
52,Austria,Transportation,N2O,2012,0.49
53,Austria,Waste,All GHG,2012,1.94
54,Austria,Waste,CH4,2012,1.67
55,Austria,Waste,N2O,2012,0.26
0,Austria,Agriculture,All GHG,2011,7.47
1,Austria,Agriculture,CH4,2011,4.96
2,Austria,Agriculture,N2O,2011,2.51
3,Austria,Building,All GHG,2011,9.26
4,Austria,Building,CO2,2011,8.57
5,Austria,Building,CH4,2011,0.59
6,Austria,Building,N2O,2011,0.1
7,Austria,Bunker Fuels,All GHG,2011,2.16
8,Austria,Bunker Fuels,CO2,2011,2.14
9,Austria,Bunker Fuels,CH4,2011,0.0
10,Austria,Bunker Fuels,N2O,2011,0.02
11,Austria,Electricity/Heat,All GHG,2011,24.56
12,Austria,Electricity/Heat,CO2,2011,24.34
13,Austria,Electricity/Heat,CH4,2011,0.08
14,Austria,Electricity/Heat,N2O,2011,0.14
15,Austria,Energy,All GHG,2011,68.57
16,Austria,Energy,CO2,2011,66.61
17,Austria,Energy,CH4,2011,1.14
18,Austria,Energy,N2O,2011,0.83
19,Austria,Fugitive Emissions,All GHG,2011,0.28
20,Austria,Fugitive Emissions,CH4,2011,0.28
21,Austria,Fugitive Emissions,N2O,2011,0.0
22,Austria,Industrial Processes,All GHG,2011,3.46
23,Austria,Industrial Processes,CO2,2011,1.67
24,Austria,Industrial Processes,CH4,2011,0.05
25,Austria,Industrial Processes,N2O,2011,0.19
26,Austria,Industrial Processes,F-Gas,2011,1.56
27,Austria,Land-Use Change and Forestry,All GHG,2011,-7.07
28,Austria,Land-Use Change and Forestry,CO2,2011,-7.07
29,Austria,Land-Use Change and Forestry,CH4,2011,0.0
30,Austria,Land-Use Change and Forestry,N2O,2011,0.0
31,Austria,Manufacturing/Construction,All GHG,2011,11.36
32,Austria,Manufacturing/Construction,CO2,2011,11.22
33,Austria,Manufacturing/Construction,CH4,2011,0.05
34,Austria,Manufacturing/Construction,N2O,2011,0.08
35,Austria,Other Fuel Combustion,All GHG,2011,0.81
36,Austria,Other Fuel Combustion,CO2,2011,0.76
37,Austria,Other Fuel Combustion,CH4,2011,0.05
38,Austria,Other Fuel Combustion,N2O,2011,0.01
39,Austria,Total excluding LUCF,All GHG,2011,81.53
40,Austria,Total excluding LUCF,CO2,2011,68.27
41,Austria,Total excluding LUCF,CH4,2011,7.92
42,Austria,Total excluding LUCF,N2O,2011,3.78
43,Austria,Total excluding LUCF,F-Gas,2011,1.56
44,Austria,Total including LUCF,All GHG,2011,74.46
45,Austria,Total including LUCF,CO2,2011,61.2
46,Austria,Total including LUCF,CH4,2011,7.92
47,Austria,Total including LUCF,N2O,2011,3.78
48,Austria,Total including LUCF,F-Gas,2011,1.56
49,Austria,Transportation,All GHG,2011,22.29
50,Austria,Transportation,CO2,2011,21.72
51,Austria,Transportation,CH4,2011,0.09
52,Austria,Transportation,N2O,2011,0.49
53,Austria,Waste,All GHG,2011,2.04
54,Austria,Waste,CH4,2011,1.78
55,Austria,Waste,N2O,2011,0.26
0,Austria,Agriculture,All GHG,2010,7.44
1,Austria,Agriculture,CH4,2010,4.98
2,Austria,Agriculture,N2O,2010,2.46
3,Austria,Building,All GHG,2010,10.55
4,Austria,Building,CO2,2010,9.81
5,Austria,Building,CH4,2010,0.64
6,Austria,Building,N2O,2010,0.11
7,Austria,Bunker Fuels,All GHG,2010,2.07
8,Austria,Bunker Fuels,CO2,2010,2.05
9,Austria,Bunker Fuels,CH4,2010,0.0
10,Austria,Bunker Fuels,N2O,2010,0.02
11,Austria,Electricity/Heat,All GHG,2010,24.34
12,Austria,Electricity/Heat,CO2,2010,24.13
13,Austria,Electricity/Heat,CH4,2010,0.07
14,Austria,Electricity/Heat,N2O,2010,0.13
15,Austria,Energy,All GHG,2010,70.37
16,Austria,Energy,CO2,2010,68.34
17,Austria,Energy,CH4,2010,1.19
18,Austria,Energy,N2O,2010,0.85
19,Austria,Fugitive Emissions,All GHG,2010,0.28
20,Austria,Fugitive Emissions,CH4,2010,0.28
21,Austria,Fugitive Emissions,N2O,2010,0.0
22,Austria,Industrial Processes,All GHG,2010,3.54
23,Austria,Industrial Processes,CO2,2010,1.62
24,Austria,Industrial Processes,CH4,2010,0.05
25,Austria,Industrial Processes,N2O,2010,0.21
26,Austria,Industrial Processes,F-Gas,2010,1.66
27,Austria,Land-Use Change and Forestry,All GHG,2010,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2010,-6.16
29,Austria,Land-Use Change and Forestry,CH4,2010,0.0
30,Austria,Land-Use Change and Forestry,N2O,2010,0.0
31,Austria,Manufacturing/Construction,All GHG,2010,11.24
32,Austria,Manufacturing/Construction,CO2,2010,11.1
33,Austria,Manufacturing/Construction,CH4,2010,0.05
34,Austria,Manufacturing/Construction,N2O,2010,0.09
35,Austria,Other Fuel Combustion,All GHG,2010,0.84
36,Austria,Other Fuel Combustion,CO2,2010,0.77
37,Austria,Other Fuel Combustion,CH4,2010,0.05
38,Austria,Other Fuel Combustion,N2O,2010,0.01
39,Austria,Total excluding LUCF,All GHG,2010,83.51
40,Austria,Total excluding LUCF,CO2,2010,69.96
41,Austria,Total excluding LUCF,CH4,2010,8.11
42,Austria,Total excluding LUCF,N2O,2010,3.78
43,Austria,Total excluding LUCF,F-Gas,2010,1.66
44,Austria,Total including LUCF,All GHG,2010,77.34
