,country,sector,gas,year,cons
0,Latvia,Agriculture,All GHG,2007,2.52
1,Latvia,Agriculture,CH4,2007,1.05
2,Latvia,Agriculture,N2O,2007,1.47
3,Latvia,Building,All GHG,2007,1.25
4,Latvia,Building,CO2,2007,0.93
5,Latvia,Building,CH4,2007,0.28
6,Latvia,Building,N2O,2007,0.04
7,Latvia,Bunker Fuels,All GHG,2007,0.81
8,Latvia,Bunker Fuels,CO2,2007,0.8
9,Latvia,Bunker Fuels,CH4,2007,0.0
10,Latvia,Bunker Fuels,N2O,2007,0.01
11,Latvia,Electricity/Heat,All GHG,2007,2.12
12,Latvia,Electricity/Heat,CO2,2007,2.1
13,Latvia,Electricity/Heat,CH4,2007,0.01
14,Latvia,Electricity/Heat,N2O,2007,0.01
15,Latvia,Energy,All GHG,2007,8.93
16,Latvia,Energy,CO2,2007,8.36
17,Latvia,Energy,CH4,2007,0.41
18,Latvia,Energy,N2O,2007,0.16
19,Latvia,Fugitive Emissions,All GHG,2007,0.1
20,Latvia,Fugitive Emissions,CH4,2007,0.1
21,Latvia,Fugitive Emissions,N2O,2007,0.0
22,Latvia,Industrial Processes,All GHG,2007,0.31
23,Latvia,Industrial Processes,CO2,2007,0.17
24,Latvia,Industrial Processes,CH4,2007,0.0
25,Latvia,Industrial Processes,N2O,2007,0.0
26,Latvia,Industrial Processes,F-Gas,2007,0.14
27,Latvia,Land-Use Change and Forestry,All GHG,2007,-13.84
28,Latvia,Land-Use Change and Forestry,CO2,2007,-13.8
29,Latvia,Land-Use Change and Forestry,CH4,2007,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2007,0.0
31,Latvia,Manufacturing/Construction,All GHG,2007,1.21
32,Latvia,Manufacturing/Construction,CO2,2007,1.19
33,Latvia,Manufacturing/Construction,CH4,2007,0.01
34,Latvia,Manufacturing/Construction,N2O,2007,0.01
35,Latvia,Other Fuel Combustion,All GHG,2007,0.39
36,Latvia,Other Fuel Combustion,CO2,2007,0.38
37,Latvia,Other Fuel Combustion,CH4,2007,0.01
38,Latvia,Other Fuel Combustion,N2O,2007,0.0
39,Latvia,Total excluding LUCF,All GHG,2007,12.48
40,Latvia,Total excluding LUCF,CO2,2007,8.53
41,Latvia,Total excluding LUCF,CH4,2007,2.14
42,Latvia,Total excluding LUCF,N2O,2007,1.66
43,Latvia,Total excluding LUCF,F-Gas,2007,0.14
44,Latvia,Total including LUCF,All GHG,2007,-1.36
45,Latvia,Total including LUCF,CO2,2007,-5.3
46,Latvia,Total including LUCF,CH4,2007,2.15
47,Latvia,Total including LUCF,N2O,2007,1.66
48,Latvia,Total including LUCF,F-Gas,2007,0.14
49,Latvia,Transportation,All GHG,2007,3.86
50,Latvia,Transportation,CO2,2007,3.75
51,Latvia,Transportation,CH4,2007,0.02
52,Latvia,Transportation,N2O,2007,0.09
53,Latvia,Waste,All GHG,2007,0.72
54,Latvia,Waste,CH4,2007,0.68
55,Latvia,Waste,N2O,2007,0.04
0,Latvia,Agriculture,All GHG,2006,2.48
1,Latvia,Agriculture,CH4,2006,1.07
2,Latvia,Agriculture,N2O,2006,1.41
3,Latvia,Building,All GHG,2006,1.25
4,Latvia,Building,CO2,2006,0.93
5,Latvia,Building,CH4,2006,0.28
6,Latvia,Building,N2O,2006,0.04
7,Latvia,Bunker Fuels,All GHG,2006,0.83
8,Latvia,Bunker Fuels,CO2,2006,0.82
9,Latvia,Bunker Fuels,CH4,2006,0.0
10,Latvia,Bunker Fuels,N2O,2006,0.01
11,Latvia,Electricity/Heat,All GHG,2006,2.24
12,Latvia,Electricity/Heat,CO2,2006,2.23
13,Latvia,Electricity/Heat,CH4,2006,0.01
14,Latvia,Electricity/Heat,N2O,2006,0.01
15,Latvia,Energy,All GHG,2006,8.58
16,Latvia,Energy,CO2,2006,8.03
17,Latvia,Energy,CH4,2006,0.41
18,Latvia,Energy,N2O,2006,0.15
19,Latvia,Fugitive Emissions,All GHG,2006,0.1
20,Latvia,Fugitive Emissions,CH4,2006,0.1
21,Latvia,Fugitive Emissions,N2O,2006,0.0
22,Latvia,Industrial Processes,All GHG,2006,0.28
23,Latvia,Industrial Processes,CO2,2006,0.17
24,Latvia,Industrial Processes,CH4,2006,0.0
25,Latvia,Industrial Processes,N2O,2006,0.0
26,Latvia,Industrial Processes,F-Gas,2006,0.11
27,Latvia,Land-Use Change and Forestry,All GHG,2006,-13.85
28,Latvia,Land-Use Change and Forestry,CO2,2006,-13.8
29,Latvia,Land-Use Change and Forestry,CH4,2006,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2006,0.0
31,Latvia,Manufacturing/Construction,All GHG,2006,1.19
32,Latvia,Manufacturing/Construction,CO2,2006,1.17
33,Latvia,Manufacturing/Construction,CH4,2006,0.01
34,Latvia,Manufacturing/Construction,N2O,2006,0.01
35,Latvia,Other Fuel Combustion,All GHG,2006,0.39
36,Latvia,Other Fuel Combustion,CO2,2006,0.39
37,Latvia,Other Fuel Combustion,CH4,2006,0.01
38,Latvia,Other Fuel Combustion,N2O,2006,0.0
39,Latvia,Total excluding LUCF,All GHG,2006,12.06
40,Latvia,Total excluding LUCF,CO2,2006,8.2
41,Latvia,Total excluding LUCF,CH4,2006,2.15
42,Latvia,Total excluding LUCF,N2O,2006,1.6
43,Latvia,Total excluding LUCF,F-Gas,2006,0.11
44,Latvia,Total including LUCF,All GHG,2006,-1.79
45,Latvia,Total including LUCF,CO2,2006,-5.65
46,Latvia,Total including LUCF,CH4,2006,2.15
47,Latvia,Total including LUCF,N2O,2006,1.6
48,Latvia,Total including LUCF,F-Gas,2006,0.11
49,Latvia,Transportation,All GHG,2006,3.42
50,Latvia,Transportation,CO2,2006,3.32
51,Latvia,Transportation,CH4,2006,0.02
52,Latvia,Transportation,N2O,2006,0.08
53,Latvia,Waste,All GHG,2006,0.7
54,Latvia,Waste,CH4,2006,0.67
55,Latvia,Waste,N2O,2006,0.04
0,Latvia,Agriculture,All GHG,2005,2.45
1,Latvia,Agriculture,CH4,2005,1.05
2,Latvia,Agriculture,N2O,2005,1.4
3,Latvia,Building,All GHG,2005,1.21
4,Latvia,Building,CO2,2005,0.88
5,Latvia,Building,CH4,2005,0.28
6,Latvia,Building,N2O,2005,0.05
7,Latvia,Bunker Fuels,All GHG,2005,1.01
8,Latvia,Bunker Fuels,CO2,2005,1.0
9,Latvia,Bunker Fuels,CH4,2005,0.0
10,Latvia,Bunker Fuels,N2O,2005,0.01
11,Latvia,Electricity/Heat,All GHG,2005,2.22
12,Latvia,Electricity/Heat,CO2,2005,2.21
13,Latvia,Electricity/Heat,CH4,2005,0.01
14,Latvia,Electricity/Heat,N2O,2005,0.01
15,Latvia,Energy,All GHG,2005,8.17
16,Latvia,Energy,CO2,2005,7.58
17,Latvia,Energy,CH4,2005,0.45
18,Latvia,Energy,N2O,2005,0.14
19,Latvia,Fugitive Emissions,All GHG,2005,0.13
20,Latvia,Fugitive Emissions,CH4,2005,0.13
21,Latvia,Fugitive Emissions,N2O,2005,0.0
22,Latvia,Industrial Processes,All GHG,2005,0.21
23,Latvia,Industrial Processes,CO2,2005,0.13
24,Latvia,Industrial Processes,CH4,2005,0.0
25,Latvia,Industrial Processes,N2O,2005,0.0
26,Latvia,Industrial Processes,F-Gas,2005,0.08
27,Latvia,Land-Use Change and Forestry,All GHG,2005,-13.86
28,Latvia,Land-Use Change and Forestry,CO2,2005,-13.9
29,Latvia,Land-Use Change and Forestry,CH4,2005,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2005,0.0
31,Latvia,Manufacturing/Construction,All GHG,2005,1.13
32,Latvia,Manufacturing/Construction,CO2,2005,1.12
33,Latvia,Manufacturing/Construction,CH4,2005,0.0
34,Latvia,Manufacturing/Construction,N2O,2005,0.01
35,Latvia,Other Fuel Combustion,All GHG,2005,0.38
36,Latvia,Other Fuel Combustion,CO2,2005,0.37
37,Latvia,Other Fuel Combustion,CH4,2005,0.01
38,Latvia,Other Fuel Combustion,N2O,2005,0.0
39,Latvia,Total excluding LUCF,All GHG,2005,11.52
40,Latvia,Total excluding LUCF,CO2,2005,7.72
41,Latvia,Total excluding LUCF,CH4,2005,2.15
42,Latvia,Total excluding LUCF,N2O,2005,1.58
43,Latvia,Total excluding LUCF,F-Gas,2005,0.08
44,Latvia,Total including LUCF,All GHG,2005,-2.33
45,Latvia,Total including LUCF,CO2,2005,-6.14
46,Latvia,Total including LUCF,CH4,2005,2.15
47,Latvia,Total including LUCF,N2O,2005,1.58
48,Latvia,Total including LUCF,F-Gas,2005,0.08
49,Latvia,Transportation,All GHG,2005,3.1
50,Latvia,Transportation,CO2,2005,3.0
51,Latvia,Transportation,CH4,2005,0.02
52,Latvia,Transportation,N2O,2005,0.08
53,Latvia,Waste,All GHG,2005,0.69
54,Latvia,Waste,CH4,2005,0.65
55,Latvia,Waste,N2O,2005,0.03
0,Latvia,Agriculture,All GHG,2004,2.44
1,Latvia,Agriculture,CH4,2004,1.06
2,Latvia,Agriculture,N2O,2004,1.37
3,Latvia,Building,All GHG,2004,1.21
4,Latvia,Building,CO2,2004,0.89
5,Latvia,Building,CH4,2004,0.28
6,Latvia,Building,N2O,2004,0.05
7,Latvia,Bunker Fuels,All GHG,2004,0.79
8,Latvia,Bunker Fuels,CO2,2004,0.78
9,Latvia,Bunker Fuels,CH4,2004,0.0
10,Latvia,Bunker Fuels,N2O,2004,0.01
11,Latvia,Electricity/Heat,All GHG,2004,2.25
12,Latvia,Electricity/Heat,CO2,2004,2.23
13,Latvia,Electricity/Heat,CH4,2004,0.01
14,Latvia,Electricity/Heat,N2O,2004,0.01
15,Latvia,Energy,All GHG,2004,8.05
16,Latvia,Energy,CO2,2004,7.48
17,Latvia,Energy,CH4,2004,0.43
18,Latvia,Energy,N2O,2004,0.14
19,Latvia,Fugitive Emissions,All GHG,2004,0.12
20,Latvia,Fugitive Emissions,CH4,2004,0.12
21,Latvia,Fugitive Emissions,N2O,2004,0.0
22,Latvia,Industrial Processes,All GHG,2004,0.2
23,Latvia,Industrial Processes,CO2,2004,0.14
24,Latvia,Industrial Processes,CH4,2004,0.0
25,Latvia,Industrial Processes,N2O,2004,0.0
26,Latvia,Industrial Processes,F-Gas,2004,0.06
27,Latvia,Land-Use Change and Forestry,All GHG,2004,-13.86
28,Latvia,Land-Use Change and Forestry,CO2,2004,-13.9
29,Latvia,Land-Use Change and Forestry,CH4,2004,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2004,0.0
31,Latvia,Manufacturing/Construction,All GHG,2004,1.12
32,Latvia,Manufacturing/Construction,CO2,2004,1.11
33,Latvia,Manufacturing/Construction,CH4,2004,0.0
34,Latvia,Manufacturing/Construction,N2O,2004,0.01
35,Latvia,Other Fuel Combustion,All GHG,2004,0.38
36,Latvia,Other Fuel Combustion,CO2,2004,0.38
37,Latvia,Other Fuel Combustion,CH4,2004,0.01
38,Latvia,Other Fuel Combustion,N2O,2004,0.0
39,Latvia,Total excluding LUCF,All GHG,2004,11.36
40,Latvia,Total excluding LUCF,CO2,2004,7.62
41,Latvia,Total excluding LUCF,CH4,2004,2.13
42,Latvia,Total excluding LUCF,N2O,2004,1.55
43,Latvia,Total excluding LUCF,F-Gas,2004,0.06
44,Latvia,Total including LUCF,All GHG,2004,-2.5
45,Latvia,Total including LUCF,CO2,2004,-6.24
46,Latvia,Total including LUCF,CH4,2004,2.13
47,Latvia,Total including LUCF,N2O,2004,1.55
48,Latvia,Total including LUCF,F-Gas,2004,0.06
49,Latvia,Transportation,All GHG,2004,2.97
50,Latvia,Transportation,CO2,2004,2.87
51,Latvia,Transportation,CH4,2004,0.02
52,Latvia,Transportation,N2O,2004,0.08
53,Latvia,Waste,All GHG,2004,0.66
54,Latvia,Waste,CH4,2004,0.63
55,Latvia,Waste,N2O,2004,0.03
0,Latvia,Agriculture,All GHG,2003,2.4
1,Latvia,Agriculture,CH4,2003,1.12
2,Latvia,Agriculture,N2O,2003,1.28
3,Latvia,Building,All GHG,2003,1.15
4,Latvia,Building,CO2,2003,0.83
5,Latvia,Building,CH4,2003,0.27
6,Latvia,Building,N2O,2003,0.04
7,Latvia,Bunker Fuels,All GHG,2003,0.72
8,Latvia,Bunker Fuels,CO2,2003,0.71
9,Latvia,Bunker Fuels,CH4,2003,0.0
10,Latvia,Bunker Fuels,N2O,2003,0.01
11,Latvia,Electricity/Heat,All GHG,2003,2.46
12,Latvia,Electricity/Heat,CO2,2003,2.44
13,Latvia,Electricity/Heat,CH4,2003,0.01
14,Latvia,Electricity/Heat,N2O,2003,0.01
15,Latvia,Energy,All GHG,2003,8.02
16,Latvia,Energy,CO2,2003,7.46
17,Latvia,Energy,CH4,2003,0.42
18,Latvia,Energy,N2O,2003,0.14
19,Latvia,Fugitive Emissions,All GHG,2003,0.12
20,Latvia,Fugitive Emissions,CH4,2003,0.12
21,Latvia,Fugitive Emissions,N2O,2003,0.0
22,Latvia,Industrial Processes,All GHG,2003,0.18
23,Latvia,Industrial Processes,CO2,2003,0.13
24,Latvia,Industrial Processes,CH4,2003,0.0
25,Latvia,Industrial Processes,N2O,2003,0.0
26,Latvia,Industrial Processes,F-Gas,2003,0.05
27,Latvia,Land-Use Change and Forestry,All GHG,2003,-13.86
28,Latvia,Land-Use Change and Forestry,CO2,2003,-13.9
29,Latvia,Land-Use Change and Forestry,CH4,2003,0.01
30,Latvia,Land-Use Change and Forestry,N2O,2003,0.01
31,Latvia,Manufacturing/Construction,All GHG,2003,1.1
32,Latvia,Manufacturing/Construction,CO2,2003,1.09
33,Latvia,Manufacturing/Construction,CH4,2003,0.0
34,Latvia,Manufacturing/Construction,N2O,2003,0.01
35,Latvia,Other Fuel Combustion,All GHG,2003,0.37
36,Latvia,Other Fuel Combustion,CO2,2003,0.36
37,Latvia,Other Fuel Combustion,CH4,2003,0.0
38,Latvia,Other Fuel Combustion,N2O,2003,0.0
39,Latvia,Total excluding LUCF,All GHG,2003,11.27
40,Latvia,Total excluding LUCF,CO2,2003,7.59
41,Latvia,Total excluding LUCF,CH4,2003,2.18
42,Latvia,Total excluding LUCF,N2O,2003,1.46
43,Latvia,Total excluding LUCF,F-Gas,2003,0.05
44,Latvia,Total including LUCF,All GHG,2003,-2.59
45,Latvia,Total including LUCF,CO2,2003,-6.29
46,Latvia,Total including LUCF,CH4,2003,2.19
47,Latvia,Total including LUCF,N2O,2003,1.47
48,Latvia,Total including LUCF,F-Gas,2003,0.05
49,Latvia,Transportation,All GHG,2003,2.83
50,Latvia,Transportation,CO2,2003,2.74
51,Latvia,Transportation,CH4,2003,0.01
52,Latvia,Transportation,N2O,2003,0.08
53,Latvia,Waste,All GHG,2003,0.67
54,Latvia,Waste,CH4,2003,0.63
55,Latvia,Waste,N2O,2003,0.03
0,Latvia,Agriculture,All GHG,2002,2.47
1,Latvia,Agriculture,CH4,2002,1.11
2,Latvia,Agriculture,N2O,2002,1.35
3,Latvia,Building,All GHG,2002,1.1
4,Latvia,Building,CO2,2002,0.8
5,Latvia,Building,CH4,2002,0.26
6,Latvia,Building,N2O,2002,0.04
7,Latvia,Bunker Fuels,All GHG,2002,0.74
8,Latvia,Bunker Fuels,CO2,2002,0.73
9,Latvia,Bunker Fuels,CH4,2002,0.0
10,Latvia,Bunker Fuels,N2O,2002,0.01
11,Latvia,Electricity/Heat,All GHG,2002,2.5
12,Latvia,Electricity/Heat,CO2,2002,2.49
13,Latvia,Electricity/Heat,CH4,2002,0.01
14,Latvia,Electricity/Heat,N2O,2002,0.01
15,Latvia,Energy,All GHG,2002,7.81
16,Latvia,Energy,CO2,2002,7.23
17,Latvia,Energy,CH4,2002,0.44
18,Latvia,Energy,N2O,2002,0.13
19,Latvia,Fugitive Emissions,All GHG,2002,0.15
20,Latvia,Fugitive Emissions,CH4,2002,0.15
21,Latvia,Fugitive Emissions,N2O,2002,0.0
22,Latvia,Industrial Processes,All GHG,2002,0.16
23,Latvia,Industrial Processes,CO2,2002,0.12
24,Latvia,Industrial Processes,CH4,2002,0.0
25,Latvia,Industrial Processes,N2O,2002,0.0
26,Latvia,Industrial Processes,F-Gas,2002,0.04
27,Latvia,Land-Use Change and Forestry,All GHG,2002,-13.89
28,Latvia,Land-Use Change and Forestry,CO2,2002,-13.9
29,Latvia,Land-Use Change and Forestry,CH4,2002,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2002,0.0
31,Latvia,Manufacturing/Construction,All GHG,2002,1.05
32,Latvia,Manufacturing/Construction,CO2,2002,1.05
33,Latvia,Manufacturing/Construction,CH4,2002,0.0
34,Latvia,Manufacturing/Construction,N2O,2002,0.01
35,Latvia,Other Fuel Combustion,All GHG,2002,0.32
36,Latvia,Other Fuel Combustion,CO2,2002,0.31
37,Latvia,Other Fuel Combustion,CH4,2002,0.0
38,Latvia,Other Fuel Combustion,N2O,2002,0.0
39,Latvia,Total excluding LUCF,All GHG,2002,11.15
40,Latvia,Total excluding LUCF,CO2,2002,7.35
41,Latvia,Total excluding LUCF,CH4,2002,2.24
42,Latvia,Total excluding LUCF,N2O,2002,1.52
43,Latvia,Total excluding LUCF,F-Gas,2002,0.04
44,Latvia,Total including LUCF,All GHG,2002,-2.74
45,Latvia,Total including LUCF,CO2,2002,-6.54
46,Latvia,Total including LUCF,CH4,2002,2.24
47,Latvia,Total including LUCF,N2O,2002,1.52
48,Latvia,Total including LUCF,F-Gas,2002,0.04
49,Latvia,Transportation,All GHG,2002,2.68
50,Latvia,Transportation,CO2,2002,2.59
51,Latvia,Transportation,CH4,2002,0.01
52,Latvia,Transportation,N2O,2002,0.07
53,Latvia,Waste,All GHG,2002,0.72
54,Latvia,Waste,CH4,2002,0.68
55,Latvia,Waste,N2O,2002,0.03
0,Latvia,Agriculture,All GHG,2001,2.42
1,Latvia,Agriculture,CH4,2001,1.07
2,Latvia,Agriculture,N2O,2001,1.36
3,Latvia,Building,All GHG,2001,1.1
4,Latvia,Building,CO2,2001,0.79
5,Latvia,Building,CH4,2001,0.27
6,Latvia,Building,N2O,2001,0.04
7,Latvia,Bunker Fuels,All GHG,2001,0.7
8,Latvia,Bunker Fuels,CO2,2001,0.7
9,Latvia,Bunker Fuels,CH4,2001,0.0
10,Latvia,Bunker Fuels,N2O,2001,0.01
11,Latvia,Electricity/Heat,All GHG,2001,2.63
12,Latvia,Electricity/Heat,CO2,2001,2.61
13,Latvia,Electricity/Heat,CH4,2001,0.01
14,Latvia,Electricity/Heat,N2O,2001,0.01
15,Latvia,Energy,All GHG,2001,7.82
16,Latvia,Energy,CO2,2001,7.25
17,Latvia,Energy,CH4,2001,0.44
18,Latvia,Energy,N2O,2001,0.13
19,Latvia,Fugitive Emissions,All GHG,2001,0.15
20,Latvia,Fugitive Emissions,CH4,2001,0.15
21,Latvia,Fugitive Emissions,N2O,2001,0.0
22,Latvia,Industrial Processes,All GHG,2001,0.15
23,Latvia,Industrial Processes,CO2,2001,0.11
24,Latvia,Industrial Processes,CH4,2001,0.0
25,Latvia,Industrial Processes,N2O,2001,0.0
26,Latvia,Industrial Processes,F-Gas,2001,0.04
27,Latvia,Land-Use Change and Forestry,All GHG,2001,-13.89
28,Latvia,Land-Use Change and Forestry,CO2,2001,-13.9
29,Latvia,Land-Use Change and Forestry,CH4,2001,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2001,0.0
31,Latvia,Manufacturing/Construction,All GHG,2001,1.01
32,Latvia,Manufacturing/Construction,CO2,2001,1.0
33,Latvia,Manufacturing/Construction,CH4,2001,0.0
34,Latvia,Manufacturing/Construction,N2O,2001,0.01
35,Latvia,Other Fuel Combustion,All GHG,2001,0.34
36,Latvia,Other Fuel Combustion,CO2,2001,0.34
37,Latvia,Other Fuel Combustion,CH4,2001,0.01
38,Latvia,Other Fuel Combustion,N2O,2001,0.0
39,Latvia,Total excluding LUCF,All GHG,2001,11.11
40,Latvia,Total excluding LUCF,CO2,2001,7.36
41,Latvia,Total excluding LUCF,CH4,2001,2.2
42,Latvia,Total excluding LUCF,N2O,2001,1.52
43,Latvia,Total excluding LUCF,F-Gas,2001,0.04
44,Latvia,Total including LUCF,All GHG,2001,-2.78
45,Latvia,Total including LUCF,CO2,2001,-6.54
46,Latvia,Total including LUCF,CH4,2001,2.2
47,Latvia,Total including LUCF,N2O,2001,1.52
48,Latvia,Total including LUCF,F-Gas,2001,0.04
49,Latvia,Transportation,All GHG,2001,2.6
50,Latvia,Transportation,CO2,2001,2.51
51,Latvia,Transportation,CH4,2001,0.01
52,Latvia,Transportation,N2O,2001,0.07
53,Latvia,Waste,All GHG,2001,0.72
54,Latvia,Waste,CH4,2001,0.69
55,Latvia,Waste,N2O,2001,0.03
0,Latvia,Agriculture,All GHG,2000,2.37
1,Latvia,Agriculture,CH4,2000,1.09
2,Latvia,Agriculture,N2O,2000,1.28
3,Latvia,Building,All GHG,2000,0.94
4,Latvia,Building,CO2,2000,0.66
5,Latvia,Building,CH4,2000,0.24
6,Latvia,Building,N2O,2000,0.04
7,Latvia,Bunker Fuels,All GHG,2000,0.11
8,Latvia,Bunker Fuels,CO2,2000,0.11
9,Latvia,Bunker Fuels,CH4,2000,0.0
10,Latvia,Bunker Fuels,N2O,2000,0.0
11,Latvia,Electricity/Heat,All GHG,2000,2.73
12,Latvia,Electricity/Heat,CO2,2000,2.71
13,Latvia,Electricity/Heat,CH4,2000,0.01
14,Latvia,Electricity/Heat,N2O,2000,0.01
15,Latvia,Energy,All GHG,2000,7.38
16,Latvia,Energy,CO2,2000,6.84
17,Latvia,Energy,CH4,2000,0.42
18,Latvia,Energy,N2O,2000,0.12
19,Latvia,Fugitive Emissions,All GHG,2000,0.15
20,Latvia,Fugitive Emissions,CH4,2000,0.15
21,Latvia,Fugitive Emissions,N2O,2000,0.0
22,Latvia,Industrial Processes,All GHG,2000,0.12
23,Latvia,Industrial Processes,CO2,2000,0.09
24,Latvia,Industrial Processes,CH4,2000,0.0
25,Latvia,Industrial Processes,N2O,2000,0.0
26,Latvia,Industrial Processes,F-Gas,2000,0.03
27,Latvia,Land-Use Change and Forestry,All GHG,2000,-12.7
28,Latvia,Land-Use Change and Forestry,CO2,2000,-12.7
29,Latvia,Land-Use Change and Forestry,CH4,2000,0.0
30,Latvia,Land-Use Change and Forestry,N2O,2000,0.0
31,Latvia,Manufacturing/Construction,All GHG,2000,1.04
32,Latvia,Manufacturing/Construction,CO2,2000,1.03
33,Latvia,Manufacturing/Construction,CH4,2000,0.0
34,Latvia,Manufacturing/Construction,N2O,2000,0.0
35,Latvia,Other Fuel Combustion,All GHG,2000,0.32
36,Latvia,Other Fuel Combustion,CO2,2000,0.31
37,Latvia,Other Fuel Combustion,CH4,2000,0.01
38,Latvia,Other Fuel Combustion,N2O,2000,0.0
39,Latvia,Total excluding LUCF,All GHG,2000,10.57
40,Latvia,Total excluding LUCF,CO2,2000,6.93
41,Latvia,Total excluding LUCF,CH4,2000,2.17
42,Latvia,Total excluding LUCF,N2O,2000,1.44
43,Latvia,Total excluding LUCF,F-Gas,2000,0.03
44,Latvia,Total including LUCF,All GHG,2000,-2.13
45,Latvia,Total including LUCF,CO2,2000,-5.77
46,Latvia,Total including LUCF,CH4,2000,2.17
47,Latvia,Total including LUCF,N2O,2000,1.44
48,Latvia,Total including LUCF,F-Gas,2000,0.03
49,Latvia,Transportation,All GHG,2000,2.2
50,Latvia,Transportation,CO2,2000,2.12
51,Latvia,Transportation,CH4,2000,0.01
52,Latvia,Transportation,N2O,2000,0.06
53,Latvia,Waste,All GHG,2000,0.69
54,Latvia,Waste,CH4,2000,0.66
55,Latvia,Waste,N2O,2000,0.03
0,Latvia,Agriculture,All GHG,1999,2.57
1,Latvia,Agriculture,CH4,1999,1.25
2,Latvia,Agriculture,N2O,1999,1.32
3,Latvia,Building,All GHG,1999,1.06
4,Latvia,Building,CO2,1999,0.76
5,Latvia,Building,CH4,1999,0.26
6,Latvia,Building,N2O,1999,0.04
7,Latvia,Bunker Fuels,All GHG,1999,0.12
8,Latvia,Bunker Fuels,CO2,1999,0.12
9,Latvia,Bunker Fuels,CH4,1999,0.0
10,Latvia,Bunker Fuels,N2O,1999,0.0
11,Latvia,Electricity/Heat,All GHG,1999,3.27
12,Latvia,Electricity/Heat,CO2,1999,3.25
13,Latvia,Electricity/Heat,CH4,1999,0.01
14,Latvia,Electricity/Heat,N2O,1999,0.01
15,Latvia,Energy,All GHG,1999,7.98
16,Latvia,Energy,CO2,1999,7.41
17,Latvia,Energy,CH4,1999,0.45
18,Latvia,Energy,N2O,1999,0.12
19,Latvia,Fugitive Emissions,All GHG,1999,0.16
20,Latvia,Fugitive Emissions,CH4,1999,0.16
21,Latvia,Fugitive Emissions,N2O,1999,0.0
22,Latvia,Industrial Processes,All GHG,1999,0.17
23,Latvia,Industrial Processes,CO2,1999,0.14
24,Latvia,Industrial Processes,CH4,1999,0.0
25,Latvia,Industrial Processes,N2O,1999,0.0
26,Latvia,Industrial Processes,F-Gas,1999,0.03
27,Latvia,Land-Use Change and Forestry,All GHG,1999,-12.79
28,Latvia,Land-Use Change and Forestry,CO2,1999,-12.8
29,Latvia,Land-Use Change and Forestry,CH4,1999,0.0
30,Latvia,Land-Use Change and Forestry,N2O,1999,0.0
31,Latvia,Manufacturing/Construction,All GHG,1999,1.19
32,Latvia,Manufacturing/Construction,CO2,1999,1.18
33,Latvia,Manufacturing/Construction,CH4,1999,0.0
34,Latvia,Manufacturing/Construction,N2O,1999,0.01
35,Latvia,Other Fuel Combustion,All GHG,1999,0.32
36,Latvia,Other Fuel Combustion,CO2,1999,0.31
37,Latvia,Other Fuel Combustion,CH4,1999,0.01
38,Latvia,Other Fuel Combustion,N2O,1999,0.0
39,Latvia,Total excluding LUCF,All GHG,1999,11.35
40,Latvia,Total excluding LUCF,CO2,1999,7.55
41,Latvia,Total excluding LUCF,CH4,1999,2.29
42,Latvia,Total excluding LUCF,N2O,1999,1.48
43,Latvia,Total excluding LUCF,F-Gas,1999,0.03
44,Latvia,Total including LUCF,All GHG,1999,-1.44
45,Latvia,Total including LUCF,CO2,1999,-5.24
46,Latvia,Total including LUCF,CH4,1999,2.3
47,Latvia,Total including LUCF,N2O,1999,1.48
48,Latvia,Total including LUCF,F-Gas,1999,0.03
49,Latvia,Transportation,All GHG,1999,1.98
50,Latvia,Transportation,CO2,1999,1.91
51,Latvia,Transportation,CH4,1999,0.01
52,Latvia,Transportation,N2O,1999,0.06
53,Latvia,Waste,All GHG,1999,0.63
54,Latvia,Waste,CH4,1999,0.6
55,Latvia,Waste,N2O,1999,0.03
0,Latvia,Agriculture,All GHG,1998,2.7
1,Latvia,Agriculture,CH4,1998,1.36
2,Latvia,Agriculture,N2O,1998,1.33
3,Latvia,Building,All GHG,1998,1.09
4,Latvia,Building,CO2,1998,0.79
5,Latvia,Building,CH4,1998,0.26
6,Latvia,Building,N2O,1998,0.04
7,Latvia,Bunker Fuels,All GHG,1998,0.14
8,Latvia,Bunker Fuels,CO2,1998,0.14
9,Latvia,Bunker Fuels,CH4,1998,0.0
10,Latvia,Bunker Fuels,N2O,1998,0.0
11,Latvia,Electricity/Heat,All GHG,1998,3.7
12,Latvia,Electricity/Heat,CO2,1998,3.68
13,Latvia,Electricity/Heat,CH4,1998,0.01
14,Latvia,Electricity/Heat,N2O,1998,0.01
15,Latvia,Energy,All GHG,1998,8.61
16,Latvia,Energy,CO2,1998,8.03
17,Latvia,Energy,CH4,1998,0.46
18,Latvia,Energy,N2O,1998,0.13
19,Latvia,Fugitive Emissions,All GHG,1998,0.17
20,Latvia,Fugitive Emissions,CH4,1998,0.17
21,Latvia,Fugitive Emissions,N2O,1998,0.0
22,Latvia,Industrial Processes,All GHG,1998,0.13
23,Latvia,Industrial Processes,CO2,1998,0.1
24,Latvia,Industrial Processes,CH4,1998,0.0
